frame,x,y,confidence
150,186,741,0.9998916387557983
151,186,741,0.9998904466629028
152,186,741,0.9998911619186401
153,186,741,0.999890923500061
154,186,741,0.9998910427093506
155,186,741,0.9998906850814819
156,186,741,0.999890923500061
157,186,741,0.9998917579650879
158,186,741,0.9998910427093506
159,186,741,0.9998910427093506
160,186,741,0.9998903274536133
161,186,741,0.9998905658721924
162,186,741,0.999890923500061
163,186,741,0.9998912811279297
164,186,741,0.999891996383667
165,186,741,0.9998923540115356
166,186,741,0.999893307685852
167,186,741,0.9998924732208252
168,186,741,0.9998918771743774
169,186,741,0.9998922348022461
170,186,741,0.9998924732208252
171,186,741,0.9998917579650879
172,186,741,0.9998923540115356
173,186,741,0.9998927116394043
174,186,741,0.999891996383667
175,186,741,0.999891996383667
176,186,741,0.9998922348022461
177,234,813,0.9999704360961914
178,186,741,0.9999008178710938
179,186,741,0.9999181032180786
180,138,813,0.9998830556869507
181,114,783,0.9997863173484802
182,786,189,0.9997531771659851
183,330,213,0.999794065952301
184,306,213,0.9997972846031189
185,306,213,0.9998310804367065
186,282,213,0.9998125433921814
187,282,213,0.99978107213974
188,1242,189,0.9997811913490295
189,1170,189,0.9997759461402893
190,498,165,0.9997883439064026
191,354,189,0.9997898936271667
192,786,165,0.9997441172599792
193,330,189,0.999782383441925
194,474,165,0.9997597336769104
195,306,189,0.999813973903656
196,306,189,0.9997901320457458
197,282,189,0.999829888343811
198,282,189,0.9998200535774231
199,1170,165,0.9997918009757996
200,1242,165,0.9997876286506653
201,1242,165,0.9997937083244324
202,1530,165,0.9997730851173401
203,1530,165,0.9998076558113098
204,1530,165,0.9997673630714417
205,354,165,0.9997530579566956
206,354,165,0.9997710585594177
207,810,141,0.9997956156730652
208,810,141,0.9997894167900085
209,810,141,0.9997678399085999
210,354,165,0.9997561573982239
211,882,141,0.9997897744178772
212,882,141,0.9997901320457458
213,882,141,0.9997994303703308
214,882,141,0.9998008608818054
215,882,141,0.9998019337654114
216,882,141,0.9998002648353577
217,882,141,0.9997972846031189
218,882,141,0.9998176693916321
219,882,141,0.9998078942298889
220,882,141,0.9998088479042053
221,882,141,0.9998071789741516
222,882,141,0.9998082518577576
223,882,141,0.9997963309288025
224,810,141,0.9997802376747131
225,810,141,0.9998018145561218
226,810,141,0.9998239874839783
227,810,141,0.9998276233673096
228,810,141,0.9998699426651001
229,1770,165,0.9997681975364685
230,258,189,0.9997538924217224
231,258,189,0.9997649788856506
232,258,189,0.9997574687004089
233,42,573,0.9998065829277039
234,30,357,0.9999165534973145
235,594,765,0.999954342842102
236,798,765,0.9999566078186035
237,342,309,0.999971866607666
238,534,249,0.9999459981918335
239,714,237,0.9999300241470337
240,738,213,0.999900221824646
241,834,165,0.9999281167984009
242,834,165,0.9999251365661621
243,834,165,0.9999271631240845
244,834,165,0.9999271631240845
245,882,237,0.9999656677246094
246,930,693,0.9998965263366699
247,402,189,0.9999295473098755
248,1242,573,0.999941349029541
249,234,261,0.9998899698257446
250,210,237,0.9999101161956787
251,42,309,0.9998960494995117
252,42,213,0.99982088804245
253,1170,213,0.9997797608375549
254,474,261,0.9997386336326599
255,474,261,0.9997448325157166
256,1194,213,0.9997768998146057
257,474,261,0.999749481678009
258,474,261,0.9997530579566956
259,618,237,0.9997639060020447
260,1194,213,0.99980229139328
261,618,237,0.9997954964637756
262,1218,213,0.9997910857200623
263,618,237,0.9997928738594055
264,834,117,0.9998134970664978
265,834,117,0.9997782111167908
266,1218,213,0.9997653365135193
267,1218,213,0.9997585415840149
268,1338,213,0.9997555613517761
269,1242,213,0.9998169541358948
270,1290,213,0.999756395816803
271,1242,213,0.9998236298561096
272,642,237,0.999786913394928
273,642,237,0.999782383441925
274,642,237,0.9998000264167786
275,1770,237,0.9998220801353455
276,858,117,0.9997654557228088
277,1266,213,0.9997628331184387
278,1266,213,0.9997966885566711
279,1314,213,0.9997605681419373
280,1314,213,0.9997673630714417
281,1314,213,0.9997722506523132
282,1314,213,0.9997820258140564
283,666,237,0.9997408986091614
284,666,237,0.9997615218162537
285,1266,213,0.9997766613960266
286,1242,213,0.9997655749320984
287,1242,213,0.9997639060020447
288,1242,213,0.9997653365135193
289,1242,213,0.9997671246528625
290,1866,237,0.999748170375824
291,1170,213,0.9997503161430359
292,1170,213,0.9997647404670715
293,1170,213,0.9997772574424744
294,1170,213,0.9997907280921936
295,1170,213,0.9997774958610535
296,1170,213,0.9997538924217224
297,594,261,0.9997459053993225
298,1818,237,0.9997394680976868
299,1818,237,0.9997420907020569
300,1842,237,0.9997544884681702
301,1818,237,0.9997660517692566
302,1818,237,0.9997814297676086
303,858,141,0.9997866749763489
304,1794,237,0.9997498393058777
305,1794,237,0.9997450709342957
306,1770,237,0.9997431635856628
307,1698,237,0.9997633099555969
308,1698,237,0.9997722506523132
309,1698,237,0.9997832179069519
310,1698,237,0.9997863173484802
311,1698,237,0.9997710585594177
312,1698,237,0.9997456669807434
313,546,285,0.9997326731681824
314,546,285,0.9997552037239075
315,1602,237,0.9997548460960388
316,546,285,0.9997462630271912
317,666,261,0.9997594952583313
318,1314,237,0.9997801184654236
319,1314,237,0.9998095631599426
320,1314,237,0.9997926354408264
321,1314,237,0.9997937083244324
322,1314,237,0.9998036026954651
323,1314,237,0.9997923970222473
324,1314,237,0.9997838139533997
325,1314,237,0.9997848868370056
326,690,261,0.9997819066047668
327,690,261,0.9997715353965759
328,690,261,0.9997360110282898
329,1314,237,0.9997592568397522
330,1314,237,0.9997902512550354
331,1314,237,0.9997844099998474
332,1290,237,0.9997698664665222
333,1242,237,0.9997628331184387
334,1242,237,0.9997783303260803
335,1242,237,0.9997696280479431
336,1242,237,0.9997708201408386
337,1218,237,0.9997593760490417
338,1218,237,0.9997701048851013
339,1218,237,0.9997830986976624
340,1218,237,0.9997898936271667
341,1218,237,0.9997879862785339
342,1218,237,0.9997850060462952
343,1218,237,0.9997878670692444
344,1218,237,0.999792754650116
345,1218,237,0.9997860789299011
346,1218,237,0.9997794032096863
347,1218,237,0.9997679591178894
348,594,285,0.9997625946998596
349,594,285,0.9997578263282776
350,1218,237,0.9997586607933044
351,594,285,0.9997546076774597
352,594,285,0.9997605681419373
353,1218,237,0.9997507929801941
354,594,285,0.9997523427009583
355,1218,237,0.9997507929801941
356,1218,237,0.9997506737709045
357,1218,237,0.9997479319572449
358,1242,237,0.9997443556785583
359,1242,237,0.9997352957725525
360,1242,237,0.9997221827507019
361,714,261,0.9997428059577942
362,714,261,0.9997678399085999
363,714,261,0.9997820258140564
364,714,261,0.9997727274894714
365,714,261,0.999743640422821
366,906,141,0.9997205138206482
367,906,141,0.9997623562812805
368,906,141,0.9997873902320862
369,690,261,0.9997864365577698
370,690,261,0.9997337460517883
371,1530,237,0.9997689127922058
372,666,261,0.9997381567955017
373,522,285,0.9997039437294006
374,546,285,0.9996693134307861
375,498,285,0.9997367262840271
376,1554,237,0.9998416900634766
377,78,189,0.999919056892395
378,594,765,0.9999556541442871
379,798,765,0.9999526739120483
380,342,309,0.9999701976776123
381,534,249,0.9999382495880127
382,726,237,0.999937891960144
383,738,213,0.9999089241027832
384,834,165,0.9999251365661621
385,834,165,0.9999258518218994
386,834,165,0.9999260902404785
387,714,237,0.999940037727356
388,810,885,0.999957799911499
389,522,117,0.9999051094055176
390,378,357,0.9999358654022217
391,1242,525,0.9999451637268066
392,198,117,0.9999457597732544
393,150,129,0.999925971031189
394,42,261,0.9998917579650879
395,42,405,0.9998670816421509
396,834,333,0.9997345805168152
397,1482,333,0.9997560381889343
398,1842,357,0.9997068047523499
399,426,357,0.9998282194137573
400,450,357,0.9996603727340698
401,450,357,0.9996885061264038
402,1674,357,0.9997320771217346
403,1602,357,0.9997847676277161
404,1602,357,0.9998360872268677
405,1578,357,0.999762237071991
406,738,333,0.9997546076774597
407,1902,369,0.9996991157531738
408,522,357,0.9996687173843384
409,522,357,0.9996213912963867
410,120,135,0.9996205568313599
411,1314,357,0.9996621608734131
412,1338,357,0.9996204376220703
413,120,135,0.9996275901794434
414,120,135,0.9996167421340942
415,1170,357,0.9996331930160522
416,1170,357,0.9996538162231445
417,120,135,0.9996151924133301
418,1026,357,0.9996520280838013
419,1026,357,0.999650239944458
420,978,357,0.9996840953826904
421,978,357,0.9996798038482666
422,978,357,0.999710738658905
423,1506,357,0.9996803998947144
424,474,381,0.9997569918632507
425,906,357,0.9997114539146423
426,1866,381,0.9997472167015076
427,1866,381,0.9997825026512146
428,1866,381,0.9997867941856384
429,1866,381,0.9997830986976624
430,498,381,0.9997813105583191
431,1866,381,0.9997289776802063
432,498,381,0.9997279047966003
433,1674,381,0.9996160268783569
434,498,381,0.9996294975280762
435,120,135,0.999610960483551
436,510,381,0.9996466636657715
437,1698,381,0.9996777772903442
438,1602,381,0.999666690826416
439,1602,381,0.9996874332427979
440,522,381,0.9996823072433472
441,1602,381,0.9996503591537476
442,522,381,0.9997143149375916
443,522,381,0.9997710585594177
444,522,381,0.9997937083244324
445,522,381,0.999777615070343
446,522,381,0.9997074007987976
447,1062,369,0.9997288584709167
448,522,381,0.9996659755706787
449,1602,381,0.999692440032959
450,546,381,0.9996880292892456
451,1722,381,0.9997187256813049
452,1722,381,0.9997666478157043
453,546,381,0.999749481678009
454,1722,381,0.9997113347053528
455,546,381,0.9997867941856384
456,1698,381,0.9997902512550354
457,546,381,0.9997796416282654
458,546,381,0.9998095631599426
459,1674,381,0.9997318387031555
460,1674,381,0.9997379183769226
461,570,381,0.9998382329940796
462,1626,381,0.9997574687004089
463,570,381,0.9997807145118713
464,570,381,0.9997525811195374
465,1626,381,0.9997163414955139
466,570,381,0.9997771382331848
467,570,381,0.9997323155403137
468,570,381,0.999729573726654
469,594,381,0.9996334314346313
470,594,381,0.9996830224990845
471,594,381,0.9996846914291382
472,594,381,0.9997346997261047
473,120,135,0.9996272325515747
474,594,381,0.9997649788856506
475,1692,387,0.9997110962867737
476,594,381,0.9996552467346191
477,618,381,0.9996421337127686
478,618,381,0.9996490478515625
479,618,381,0.999693751335144
480,618,381,0.9997642636299133
481,618,381,0.9997921586036682
482,618,381,0.9997298121452332
483,618,381,0.9997888207435608
484,642,381,0.999708354473114
485,642,381,0.9997044205665588
486,642,381,0.9997065663337708
487,642,381,0.999670147895813
488,642,381,0.9997082352638245
489,1722,393,0.999775230884552
490,1434,381,0.9996476173400879
491,666,381,0.9996945858001709
492,666,381,0.9997268319129944
493,666,381,0.9997267127037048
494,666,381,0.9997441172599792
495,666,381,0.9997795224189758
496,666,381,0.999731719493866
497,666,381,0.9997521042823792
498,666,381,0.9996947050094604
499,666,381,0.9996962547302246
500,666,381,0.9997089505195618
501,1638,381,0.9997819066047668
502,666,381,0.9996885061264038
503,1842,405,0.9996911287307739
504,666,381,0.9997085928916931
505,1650,381,0.9998219609260559
506,690,381,0.9997182488441467
507,666,381,0.9997231364250183
508,666,381,0.9997846484184265
509,666,381,0.9997977614402771
510,666,381,0.9996945858001709
511,666,381,0.9997598528862
512,1674,381,0.999776303768158
513,666,381,0.9997726082801819
514,690,381,0.9996800422668457
515,1686,381,0.9997795224189758
516,666,381,0.9996727705001831
517,120,111,0.9996211528778076
518,1698,381,0.999783456325531
519,666,381,0.9997896552085876
520,666,381,0.9997708201408386
521,666,381,0.9996861219406128
522,666,381,0.9997740387916565
523,666,381,0.9997833371162415
524,666,381,0.9996225833892822
525,666,381,0.9996689558029175
526,666,381,0.9997766613960266
527,666,381,0.9997426867485046
528,666,381,0.9997120499610901
529,666,381,0.9997345805168152
530,666,381,0.9997697472572327
531,666,381,0.9997645020484924
532,666,381,0.9997550845146179
533,666,381,0.9997251629829407
534,666,381,0.9996938705444336
535,666,381,0.9997032284736633
536,666,381,0.9997137188911438
537,666,381,0.9997184872627258
538,666,381,0.9997124075889587
539,666,381,0.999707043170929
540,666,381,0.9996854066848755
541,666,381,0.9996724128723145
542,666,381,0.9996793270111084
543,666,381,0.999683141708374
544,666,381,0.9996898174285889
545,666,381,0.9996975660324097
546,666,381,0.999691367149353
547,786,357,0.9997062087059021
548,786,357,0.9996776580810547
549,786,357,0.9996562004089355
550,120,111,0.9996249675750732
551,120,111,0.9996241331100464
552,120,111,0.9996243715286255
553,120,111,0.9996240139007568
554,978,357,0.9996384382247925
555,120,111,0.9996243715286255
556,120,111,0.9996240139007568
557,120,111,0.9996241331100464
558,120,111,0.9996235370635986
559,1026,357,0.9996253252029419
560,1026,357,0.9996654987335205
561,1026,357,0.9996781349182129
562,1026,357,0.9996923208236694
563,1026,357,0.9996899366378784
564,1026,357,0.9996635913848877
565,1026,357,0.9996274709701538
566,120,111,0.9996211528778076
567,120,111,0.9996218681335449
568,120,111,0.9996212720870972
569,1098,357,0.9996190071105957
570,1098,357,0.9996510744094849
571,1098,357,0.9996203184127808
572,1482,357,0.9996260404586792
573,1074,357,0.9996410608291626
574,1098,357,0.9996649026870728
575,1098,357,0.9996774196624756
576,1098,357,0.9997256398200989
577,1098,357,0.999739944934845
578,120,111,0.999616265296936
579,120,111,0.9996168613433838
580,1818,369,0.9997163414955139
581,1818,369,0.9996806383132935
582,1146,357,0.9996572732925415
583,1830,369,0.9997071623802185
584,1830,369,0.9997159838676453
585,1830,369,0.9996776580810547
586,738,357,0.9996905326843262
587,738,357,0.9996961355209351
588,738,357,0.9997542500495911
589,738,357,0.9997770190238953
590,738,357,0.9997788071632385
591,738,357,0.9997887015342712
592,738,357,0.999731719493866
593,1050,357,0.999663233757019
594,738,357,0.9996414184570312
595,120,111,0.9996163845062256
596,714,357,0.9996854066848755
597,714,357,0.999713122844696
598,714,357,0.9997548460960388
599,714,357,0.9997705817222595
600,714,357,0.9997336268424988
601,714,357,0.9997404217720032
602,714,357,0.9997183680534363
603,690,357,0.9997676014900208
604,690,357,0.9997702240943909
605,690,357,0.9997326731681824
606,690,357,0.9997066855430603
607,690,357,0.9996672868728638
608,1818,357,0.9996896982192993
609,1842,357,0.9997274279594421
610,1866,357,0.9997046589851379
611,1866,357,0.9998041987419128
612,1866,357,0.9998331069946289
613,1866,357,0.999747097492218
614,642,357,0.999782145023346
615,642,357,0.9997640252113342
616,642,357,0.9997755885124207
617,642,357,0.9997934699058533
618,642,357,0.9997615218162537
619,642,357,0.9997712969779968
620,618,357,0.9997294545173645
621,618,357,0.999790370464325
622,618,357,0.9996975660324097
623,1650,357,0.9996594190597534
624,1026,333,0.9996942281723022
625,594,357,0.999731719493866
626,786,285,0.9997350573539734
627,786,285,0.9997395873069763
628,1530,333,0.9997016787528992
629,1530,333,0.9997223019599915
630,1554,333,0.9996967315673828
631,858,285,0.9997037053108215
632,1098,333,0.9997031092643738
633,594,357,0.9997088313102722
634,1170,333,0.9996634721755981
635,1170,333,0.9997197985649109
636,1170,333,0.9996851682662964
637,1194,333,0.9997155070304871
638,666,333,0.9997268319129944
639,666,333,0.9997666478157043
640,666,333,0.9997692704200745
641,666,333,0.9997201561927795
642,666,333,0.9996718168258667
643,642,333,0.9996943473815918
644,642,333,0.9997822642326355
645,642,333,0.9997507929801941
646,642,333,0.9997815489768982
647,642,333,0.9997311234474182
648,642,333,0.9996815919876099
649,618,333,0.9996881484985352
650,618,333,0.9997376799583435
651,618,333,0.9997342228889465
652,618,333,0.999744713306427
653,1458,333,0.9997747540473938
654,1458,333,0.9997784495353699
655,1458,333,0.9997524619102478
656,594,333,0.9997442364692688
657,594,333,0.9996877908706665
658,594,333,0.9996553659439087
659,1338,309,0.9997010827064514
660,1338,309,0.9997357726097107
661,570,333,0.9997711777687073
662,570,333,0.9997736811637878
663,1698,333,0.999731719493866
664,1698,333,0.9997842907905579
665,738,261,0.9997449517250061
666,546,333,0.9998106360435486
667,546,333,0.9998365640640259
668,546,333,0.9998390674591064
669,930,309,0.9998605251312256
670,1722,357,0.9996535778045654
671,1722,357,0.9997798800468445
672,1722,357,0.9998062252998352
673,1722,357,0.9997949004173279
674,1722,357,0.9997904896736145
675,1746,357,0.9998014569282532
676,1746,357,0.9998188614845276
677,1746,357,0.9998276233673096
678,1746,357,0.9998043179512024
679,1770,357,0.9997997879981995
680,1770,357,0.9998226761817932
681,1770,357,0.9998013377189636
682,1770,357,0.9998044371604919
683,1770,357,0.9997914433479309
684,1794,357,0.9998010993003845
685,1794,357,0.9997885823249817
686,1818,357,0.9997898936271667
687,1818,357,0.9998641014099121
688,1794,357,0.999784529209137
689,1794,357,0.9998040795326233
690,1794,357,0.9998101592063904
691,1794,357,0.9997925162315369
692,1818,357,0.9997884631156921
693,1842,357,0.9998095631599426
694,1818,357,0.999812662601471
695,1842,357,0.9997900128364563
696,1842,357,0.9998067021369934
697,1842,357,0.9998466968536377
698,1818,357,0.9998019337654114
699,1818,357,0.9998332262039185
700,1818,357,0.9998120665550232
701,1818,357,0.9998217225074768
702,1818,357,0.9998138546943665
703,1842,357,0.9998099207878113
704,1842,357,0.9998431205749512
705,1842,357,0.9998131394386292
706,1842,357,0.9997885823249817
707,1842,357,0.9998200535774231
708,1842,357,0.9998160004615784
709,1842,357,0.9998165965080261
710,1842,357,0.9998360872268677
711,1842,357,0.9998499155044556
712,1842,357,0.9998366832733154
713,1842,357,0.999843955039978
714,1842,357,0.9998451471328735
715,1842,357,0.9998267292976379
716,1842,357,0.9998267292976379
717,1842,357,0.999832272529602
718,1842,357,0.9998348951339722
719,1842,357,0.999852180480957
720,1842,357,0.9998600482940674
721,1842,357,0.9998526573181152
722,1842,357,0.9998420476913452
723,1866,357,0.9998461008071899
724,1842,357,0.999835729598999
725,1866,357,0.9998353719711304
726,1866,357,0.9998446702957153
727,1866,357,0.9998480081558228
728,1866,357,0.9998376369476318
729,1866,357,0.9998319149017334
730,1866,357,0.9998382329940796
731,1866,357,0.9998362064361572
732,1866,357,0.9998371601104736
733,1866,357,0.9998371601104736
734,1866,357,0.999846339225769
735,1866,357,0.9998477697372437
736,1866,357,0.9998441934585571
737,1866,357,0.9998428821563721
738,1866,357,0.9998302459716797
739,1866,357,0.9998409748077393
740,1866,357,0.9998472929000854
741,1866,357,0.9998397827148438
742,1866,357,0.9998379945755005
743,1842,357,0.9998373985290527
744,1866,357,0.9998243451118469
745,1866,357,0.9998179078102112
746,1866,357,0.9998161196708679
747,378,357,0.9998031258583069
748,378,357,0.9998102784156799
749,378,357,0.9998155236244202
750,378,357,0.9998055100440979
751,858,333,0.9997910857200623
752,858,333,0.9997988343238831
753,858,333,0.9997809529304504
754,1866,357,0.9998282194137573
755,834,333,0.9997640252113342
756,834,333,0.9997797608375549
757,834,333,0.9997732043266296
758,1818,357,0.9997997879981995
759,834,333,0.9997884631156921
760,834,333,0.9997968077659607
761,834,333,0.999795138835907
762,1842,357,0.9997934699058533
763,1842,357,0.9998064637184143
764,858,333,0.99983811378479
765,858,333,0.9998403787612915
766,1842,357,0.999824583530426
767,1842,357,0.9998168349266052
768,1842,357,0.9998230338096619
769,1842,357,0.9998148083686829
770,1842,357,0.9998053908348083
771,1842,357,0.999795138835907
772,378,357,0.9997982382774353
773,378,357,0.9998008608818054
774,378,357,0.999803364276886
775,378,357,0.9998071789741516
776,378,357,0.999812662601471
777,834,333,0.9998891353607178
778,834,333,0.9998492002487183
779,834,333,0.9998168349266052
780,378,357,0.9998156428337097
781,378,357,0.9998138546943665
782,786,333,0.9998179078102112
783,786,333,0.9998248219490051
784,786,333,0.9998337030410767
785,786,333,0.9998376369476318
786,786,333,0.9998431205749512
787,786,333,0.999836802482605
788,786,333,0.9998351335525513
789,786,333,0.999840259552002
790,786,333,0.9998282194137573
791,786,333,0.9998371601104736
792,786,333,0.999811589717865
793,786,333,0.9997969269752502
794,786,333,0.9997796416282654
795,786,333,0.9997829794883728
796,786,333,0.9997683167457581
797,762,333,0.9997761845588684
798,762,333,0.9997404217720032
799,786,333,0.9997591376304626
800,786,333,0.9998601675033569
801,786,333,0.9997662901878357
802,786,333,0.9997468590736389
803,402,357,0.9997307658195496
804,402,357,0.9997383952140808
805,402,357,0.9997358918190002
806,402,357,0.9997372031211853
807,402,357,0.9997262358665466
808,402,357,0.9997312426567078
809,402,357,0.9997286200523376
810,402,357,0.9997362494468689
811,402,357,0.9997361302375793
812,762,333,0.999752938747406
813,402,357,0.9997385144233704
814,762,333,0.9997633099555969
815,402,357,0.9997326731681824
816,402,357,0.9997314810752869
817,1626,357,0.9997398257255554
818,1626,357,0.9997499585151672
819,1602,357,0.999768078327179
820,1602,357,0.9997898936271667
821,1602,357,0.9997703433036804
822,126,753,0.9999006986618042
823,126,753,0.9998989105224609
824,126,753,0.99989914894104
825,126,753,0.9998985528945923
826,126,753,0.9998973608016968
827,126,753,0.9998972415924072
828,126,753,0.9998962879180908
829,126,753,0.9998960494995117
830,126,753,0.9998956918716431
831,126,753,0.9998959302902222
832,126,753,0.999895453453064
833,126,753,0.9998971223831177
834,126,753,0.999896764755249
835,126,753,0.9998983144760132
836,126,753,0.9998981952667236
837,126,753,0.9998996257781982
838,126,753,0.9998989105224609
839,126,753,0.9998997449874878
840,126,753,0.9998993873596191
841,126,753,0.9999003410339355
842,126,753,0.9999004602432251
843,126,753,0.9999004602432251
844,126,753,0.9999010562896729
845,126,753,0.9999003410339355
846,126,753,0.9998996257781982
847,126,753,0.9999008178710938
848,126,753,0.9999011754989624
849,126,753,0.9999016523361206
850,126,753,0.9999011754989624
851,126,753,0.9999011754989624
852,126,753,0.9999020099639893
853,126,753,0.9998997449874878
854,126,753,0.9998998641967773
855,126,753,0.9998993873596191
856,126,753,0.9998997449874878
857,126,753,0.9998983144760132
858,126,753,0.9998984336853027
859,126,753,0.9998993873596191
860,126,753,0.9998984336853027
861,126,753,0.9998980760574341
862,126,753,0.999897837638855
863,126,753,0.9998987913131714
864,126,753,0.9998993873596191
865,126,753,0.9998977184295654
866,126,753,0.9998990297317505
867,126,753,0.9998973608016968
868,126,753,0.9998992681503296
869,126,753,0.9999001026153564
870,126,753,0.9998999834060669
871,126,753,0.9998986721038818
872,126,753,0.9999006986618042
873,126,753,0.9999010562896729
874,126,753,0.99989914894104
875,126,753,0.99989914894104
876,126,753,0.9998981952667236
877,126,753,0.9998966455459595
878,126,753,0.9998973608016968
879,126,753,0.9998980760574341
880,126,753,0.9998981952667236
881,126,753,0.9999006986618042
882,126,753,0.9998999834060669
883,126,753,0.999897837638855
884,126,753,0.9998997449874878
885,126,753,0.999900221824646
886,126,753,0.9998981952667236
887,126,753,0.9998993873596191
888,126,753,0.9998977184295654
889,126,753,0.9998983144760132
890,126,753,0.999897837638855
891,126,753,0.9999003410339355
892,126,753,0.9998979568481445
893,126,753,0.9998985528945923
894,126,753,0.9998993873596191
895,126,753,0.9998996257781982
896,126,753,0.9998983144760132
897,126,753,0.999893069267273
898,126,753,0.9998852014541626
899,126,753,0.9998857975006104
900,126,753,0.9998846054077148
901,126,753,0.9998849630355835
902,126,753,0.9998832941055298
903,126,753,0.9998865127563477
904,126,753,0.9998859167098999
905,126,753,0.9998852014541626
906,126,753,0.9998847246170044
907,126,753,0.9998854398727417
908,126,753,0.9998863935470581
909,126,753,0.9998863935470581
910,126,753,0.9998863935470581
911,126,753,0.9998867511749268
912,126,753,0.9998868703842163
913,126,753,0.9998865127563477
914,126,753,0.9998860359191895
915,126,753,0.9998836517333984
916,126,753,0.9998831748962402
917,126,753,0.9998868703842163
918,126,753,0.9998852014541626
